"","lon","lat"
"1348",-95.712891,37.09024
"1349",10.451526,51.165691
"1351",-73.969755,40.75662
"1352",2.1734035,41.3850639
"1354",-104.8213634,38.8338816
"1355",-118.1331593,33.9401088
"1356",-99.133208,19.4326077
"1358",-71.0588801,42.3600825
"1359",-79.3831843,43.653226
"1361",-95.9055567,36.0975884
"1363",-76.1865964,42.3042402
"1364",-74.0059728,40.7127753
"1366",-121.9552356,37.3541079
"1367",-85.6023643,44.3148443
"1378",-119.4179324,36.778261
"1379",-87.6297982,41.8781136
"1381",-98.0169226,26.1590277
"1382",-81.5157535,27.6648274
"1384",-99.1403189,30.0474332
"1389",-86.8752869,40.4167022
"1393",-80.5628478,40.6131203
"1401",-73.9712488,40.7830603
"1403",-96.7969879,32.7766642
"1404",-97.6502742,35.4619675
"1405",-119.4179324,36.778261
"1409",-90.0715323,29.9510658
"1411",-74.0059728,40.7127753
"1412",-122.4194155,37.7749295
"1413",-95.712891,37.09024
"1414",-84.3879824,33.7489954
"1415",-84.1438927,45.0047306
"1416",-87.6297982,41.8781136
"1417",-88.0111746,41.8089191
"1419",-118.3286614,34.0928092
"1420",-111.0937311,39.3209801
"1423",-0.1277583,51.5073509
"1424",-110.3187608,39.0880274
"1426",-1.465382,52.520489
"1427",-78.6568942,37.4315734
"1428",-84.6747523,45.0275126
"1430",-102.4107493,34.2331373
"1433",133.775136,-25.274398
"1434",-71.5723953,43.1938516
"1435",-94.1659549,33.1096825
"1436",-102.4107493,34.2331373
"1439",-95.712891,37.09024
"1446",-93.2394493,44.9393945
"1447",-81.3792365,28.5383355
"1449",-86.902298,32.3182314
"1451",-74.4056612,40.0583238
"1456",-79.5394625,43.8430176
"1458",133.775136,-25.274398
"1459",-95.674149,35.8203784
"1462",-82.9000751,32.1656221
"1463",-106.346771,56.130366
"1464",-101.8874951,33.5581504
"1465",-117.202813,33.020321
"1466",-95.712891,37.09024
"1467",-92.6848876,36.2261815
"1468",-75.1652215,39.9525839
"1469",-102.552784,23.634501
"1471",-1.0860901,53.205875
"1473",-110.3625658,46.8796822
"1474",-112.0740373,33.4483771
"1475",-82.9000751,32.1656221
"1476",-119.8138027,39.5296329
"1477",-73.9755451,40.7496982
"1478",-97.0780654,32.9342919
"1482",-60.6831809,-32.9292466
"1483",-111.0937311,34.0489281
"1484",-119.4179324,36.778261
"1485",-81.5157535,27.6648274
"1490",-85.7692277,38.2063016
"1491",-97.7250799,30.262704
"1496",-77.5160788,37.7772071
"1499",-97.092877,35.0077519
"1500",-78.6381787,35.7795897
"1506",-88.0398912,30.6953657
"1508",-90.1994042,38.6270025
"1509",-90.0715323,29.9510658
"1511",-94.6858998,46.729553
"1512",-120.7401385,47.7510741
"1516",-0.479611,51.5485
"1517",-94.5907857,39.0532974
"1520",-90.1887679,32.5325229
"1521",-84.4277001,33.6407282
"1522",133.775136,-25.274398
"1523",-82.3701933,36.3025374
"1524",-1.1743197,52.3555177
"1528",-95.7607832,29.5821811
"1531",-97.5052724,29.6657863
"1532",-95.712891,37.09024
"1534",-80.1917902,25.7616798
"1537",-95.712891,37.09024
"1541",-95.712891,37.09024
"1542",-96.8483311,32.3865312
"1543",-95.971261,36.153315
"1544",-74.4056612,40.0583238
"1545",-105.2705456,40.0149856
"1546",-81.5157535,27.6648274
"1552",-86.1349019,40.2671941
"1560",-119.4179324,36.778261
"1563",-84.3879824,33.7489954
"1566",-117.1858759,34.5008311
"1567",-93.4026502,37.5932649
"1568",-121.9278292,36.5499755
"1569",-86.7816016,36.1626638
"1574",-80.0904176,26.4792116
"1576",-73.9441579,40.6781784
"1577",-95.612885,36.3295861
"1581",-117.1610838,32.715738
"1582",-75.913243,42.096653
"1583",-78.458708,38.253749
"1584",-84.1916069,39.7589478
"1585",-90.1994042,38.6270025
"1586",-86.5804473,35.5174913
"1587",-122.3371886,47.6951395
"1589",-76.1474244,43.0481221
"1590",-73.9865533,40.7263542
"1591",-91.9623327,30.9842977
"1593",-99.9018131,31.9685988
"1594",-97.092877,35.0077519
"1595",-119.4179324,36.778261
"1596",-81.5157535,27.6648274
"1597",-112.0740373,33.4483771
"1599",-85.0766113,33.5801103
"1601",-95.712891,37.09024
"1602",-75.061685,39.9242538
"1603",-122.3320708,47.6062095
"1605",-95.712891,37.09024
"1607",-89.3985283,32.3546679
"1609",-74.4049778,40.4316955
"1612",-149.4936733,64.2008413
"1613",-87.6297982,41.8781136
