"","lon","lat"
"1",-110.3187608,39.0880274
"3",-1.465382,52.520489
"4",-78.6568942,37.4315734
"5",-84.6747523,45.0275126
"6",-94.4155068,39.0911161
"7",-102.4107493,34.2331373
"8",-79.3831843,43.653226
"9",-73.956027,40.7640832
"12",-71.5723953,43.1938516
"13",-94.1659549,33.1096825
"14",-84.3879824,33.7489954
"15",-102.4107493,34.2331373
"16",-95.712891,37.09024
"17",174.885971,-40.900557
"18",-95.712891,37.09024
"19",-81.6943605,41.49932
"21",-74.0059728,40.7127753
"22",-84.5120196,39.1031182
"24",133.775136,-25.274398
"26",-113.2125249,32.8594949
"27",-93.2394493,44.9393945
"28",-81.3792365,28.5383355
"29",-118.2436849,34.0522342
"30",-86.902298,32.3182314
"31",-95.8899704,36.0918655
"32",-74.4056612,40.0583238
"33",-122.427699,37.784648
"34",-86.7827772,36.0331164
"37",-79.5394625,43.8430176
"38",-78.6568942,37.4315734
"39",133.775136,-25.274398
"40",-95.674149,35.8203784
"41",-120.5542012,43.8041334
"42",-119.4179324,36.778261
"43",-82.9000751,32.1656221
"44",-106.346771,56.130366
"45",-101.8874951,33.5581504
"46",-117.202813,33.020321
"47",-95.712891,37.09024
"48",-92.6848876,36.2261815
"50",-102.552784,23.634501
"51",-82.9987942,39.9611755
"53",-108.5506486,39.0638705
"54",-110.3625658,46.8796822
"55",-112.0740373,33.4483771
"57",-119.8138027,39.5296329
"58",-73.9755451,40.7496982
"59",-97.0780654,32.9342919
"60",-79.0867579,43.8384117
"62",-90.0715323,29.9510658
"63",-60.6831809,-32.9292466
"64",-111.0937311,34.0489281
"65",-119.4179324,36.778261
"66",-81.5157535,27.6648274
"67",-74.0059728,40.7127753
"68",-76.4859544,44.2311717
"69",-95.712891,37.09024
"70",-84.8952429,39.8249153
"71",-82.4137503,27.9913443
"72",-85.7692277,38.2063016
"73",-97.7194878,30.283914
"74",-106.346771,56.130366
"75",-95.712891,37.09024
"76",-157.8583333,21.3069444
"78",-77.5160788,37.7772071
"79",-97.330053,37.6871761
"80",-87.9301134,42.9308255
"81",-97.092877,35.0077519
"85",-74.0059728,40.7127753
"86",-89.6662063,37.3822732
"87",-95.712891,37.09024
"88",-88.0398912,30.6953657
"89",-116.41279,33.739744
"90",-90.1994042,38.6270025
"94",-120.7401385,47.7510741
"97",2.060325,49.035617
"98",-71.6302532,42.0772429
"99",-94.5907857,39.0532974
"100",-92.209947,46.8354799
"101",-95.712891,37.09024
"102",-90.1887679,32.5325229
"103",-84.4277001,33.6407282
"104",133.775136,-25.274398
"105",-81.3792365,28.5383355
"106",-82.3701933,36.3025374
"107",-1.1743197,52.3555177
"108",-95.712891,37.09024
"109",-77.1945247,41.2033216
"110",-82.907123,40.4172871
"112",-95.7607832,29.5821811
"113",-84.7722109,33.401113
"114",-82.9000751,32.1656221
"115",-97.5052724,29.6657863
"117",-79.0192997,35.7595731
"123",-118.2436849,34.0522342
"125",-95.712891,37.09024
"127",-122.788377,45.4604
"128",-95.971261,36.153315
"129",-74.4056612,40.0583238
